label,confidence,xmin,ymin,xmax,ymax
0,0.9102859497070312,1537,543,1591,595
0,0.8772148489952087,1847,539,1898,590
0,0.8663762211799622,2017,657,2069,710
0,0.8614136576652527,1929,394,1978,444
0,0.8559197187423706,853,350,902,399
0,0.8555631041526794,1712,82,1764,133
0,0.825241208076477,1032,196,1090,255
0,0.8205084800720215,1004,198,1063,255
0,0.815298318862915,1039,831,1095,883
0,0.8129715323448181,982,351,1037,402
0,0.8092845678329468,1060,208,1118,268
0,0.8063434362411499,1453,633,1507,687
0,0.8048518300056458,2108,55,2164,112
0,0.7971833348274231,1035,219,1092,275
0,0.7969218492507935,1004,218,1063,274
0,0.7917026281356812,1525,207,1579,261
0,0.7885626554489136,1592,742,1647,795
0,0.788385808467865,279,786,335,845
0,0.7875537872314453,937,398,990,449
0,0.7852616906166077,1599,704,1654,753
0,0.7852113842964172,1005,171,1065,231
0,0.7779979705810547,824,48,881,102
0,0.7758207321166992,1816,756,1869,807
0,0.7756600379943848,1982,90,2034,143
0,0.7661581039428711,1006,248,1066,305
0,0.7650032639503479,1056,229,1110,285
0,0.7571936845779419,1939,832,1993,883
0,0.7569804191589355,934,18,993,73
0,0.7556111812591553,1000,10,1054,58
0,0.7548000812530518,945,166,1004,225
0,0.7516013979911804,1824,827,1879,876
0,0.7453780174255371,2130,127,2184,179
0,0.7434148788452148,947,200,1007,257
0,0.7432280778884888,967,433,1024,492
0,0.7430553436279297,1024,176,1084,235
0,0.7420275211334229,1005,144,1068,206
0,0.7408915758132935,1951,741,2000,791
0,0.7341841459274292,335,752,390,807
0,0.7331647872924805,772,22,824,72
0,0.7314012050628662,945,312,999,364
0,0.7289440631866455,988,263,1039,315
0,0.7276247143745422,934,51,996,112
0,0.7249376773834229,1004,107,1070,172
0,0.7236158847808838,1006,273,1065,330
0,0.7228701710700989,1941,729,1991,779
0,0.7213746309280396,1004,468,1056,521
0,0.720158040523529,42,6,94,49
0,0.7199551463127136,1946,423,1995,472
0,0.7193005084991455,1705,425,1757,478
0,0.7123597264289856,944,237,994,285
0,0.7122797966003418,1035,248,1092,304
0,0.7112838625907898,2075,206,2126,257
0,0.7053335309028625,130,806,184,865
0,0.704708456993103,902,53,962,113
0,0.7041646838188171,2076,721,2134,779
0,0.7038521766662598,1637,215,1689,268
0,0.7015185952186584,1001,66,1066,131
0,0.7004188895225525,1735,222,1785,270
0,0.7003148794174194,934,102,995,159
0,0.6979822516441345,1924,200,1976,253
0,0.6976654529571533,944,148,1002,205
0,0.6969639658927917,891,306,941,355
0,0.6967747211456299,446,512,499,566
0,0.691398561000824,602,18,653,64
0,0.6912091970443726,2041,531,2095,584
0,0.6907355189323425,893,364,947,417
0,0.6882526874542236,1342,185,1392,237
0,0.6875876784324646,1942,591,1997,642
0,0.6871322989463806,890,583,943,633
0,0.6865647435188293,1521,489,1574,541
0,0.6843276619911194,900,100,961,159
0,0.6842427253723145,994,94,1056,155
0,0.682497501373291,215,360,269,413
0,0.6815417408943176,2055,109,2109,161
0,0.6808268427848816,1906,157,1957,210
0,0.6786535382270813,956,386,1010,440
0,0.6779310703277588,1619,146,1670,194
0,0.6738097071647644,1926,90,1985,151
0,0.67082279920578,895,73,947,124
0,0.6708005666732788,445,60,494,109
0,0.6684065461158752,1852,248,1902,297
0,0.6683962941169739,1940,750,2002,811
0,0.6680177450180054,888,14,939,65
0,0.6678293347358704,824,8,881,59
0,0.6666146516799927,1906,90,1964,151
0,0.6641033887863159,880,55,941,115
0,0.6626079678535461,884,105,937,159
0,0.660366952419281,857,75,910,125
0,0.6587061285972595,1768,690,1832,752
0,0.6586321592330933,527,573,578,622
0,0.6578733325004578,950,245,1011,302
