label,confidence,xmin,ymin,xmax,ymax
0,0.2091776728630066,411,104,429,122
0,0.20829123258590698,617,126,636,146
0,0.20806090533733368,527,211,545,229
0,0.2077438086271286,429,84,445,102
0,0.20739099383354187,310,114,329,132
0,0.2071310430765152,666,146,685,165
0,0.20692496001720428,324,126,344,146
0,0.20685401558876038,303,37,321,55
0,0.20647047460079193,417,110,436,129
0,0.20625817775726318,118,37,138,56
0,0.2061329334974289,499,95,517,112
0,0.20572200417518616,499,121,517,139
0,0.20549021661281586,243,11,261,29
0,0.2054816484451294,45,19,63,37
0,0.20532438158988953,126,44,145,63
0,0.20477358996868134,494,86,512,104
0,0.20472735166549683,469,110,487,128
0,0.2046763300895691,526,144,545,163
0,0.20460925996303558,436,87,454,105
0,0.2046026736497879,35,178,54,196
0,0.2045166939496994,675,185,690,202
0,0.2044641375541687,268,20,287,38
0,0.2043391466140747,36,185,54,203
0,0.20431382954120636,45,161,64,179
0,0.2039976567029953,317,43,336,61
0,0.2038978934288025,179,166,198,184
0,0.20350861549377441,127,61,146,80
0,0.20343966782093048,112,45,130,63
0,0.20343582332134247,187,3,205,20
0,0.2033470869064331,35,169,54,187
0,0.20311830937862396,592,321,611,334
0,0.20309774577617645,244,54,262,71
0,0.20292310416698456,582,142,604,163
0,0.2027679979801178,566,192,585,211
0,0.20266632735729218,310,44,328,62
0,0.20265857875347137,318,277,336,295
0,0.2026335448026657,549,54,567,72
0,0.20250745117664337,104,54,123,72
0,0.20229622721672058,35,80,54,99
0,0.20203866064548492,136,61,154,79
0,0.2020164430141449,35,162,54,180
0,0.20196396112442017,326,42,345,61
0,0.20195429027080536,152,168,170,187
0,0.20189101994037628,136,78,156,97
0,0.2017025649547577,167,161,186,180
0,0.2015324980020523,605,161,626,183
0,0.20137275755405426,120,61,138,80
0,0.20129776000976562,228,54,246,72
0,0.20119863748550415,317,285,336,303
0,0.2006199210882187,251,79,270,98
0,0.2004261016845703,336,37,355,54
0,0.19996635615825653,47,62,65,80
0,0.19936542212963104,244,79,262,97
0,0.1992531418800354,676,105,690,123
0,0.1991824209690094,28,162,46,180
0,0.19915840029716492,401,103,419,121
0,0.19912569224834442,21,95,39,113
0,0.1991146355867386,127,53,145,72
0,0.19878436625003815,271,47,290,64
0,0.19869381189346313,178,178,197,196
0,0.1984136402606964,484,136,502,154
0,0.19780206680297852,493,136,511,154
0,0.19716878235340118,401,86,420,104
0,0.19714729487895966,126,35,145,54
0,0.1970195472240448,110,53,129,71
0,0.1967211812734604,237,288,255,306
0,0.19653914868831635,424,119,443,137
0,0.19646579027175903,436,119,455,138
0,0.19566267728805542,523,133,543,154
0,0.19507288932800293,256,47,275,64
0,0.19473032653331757,451,85,469,104
0,0.19464291632175446,192,141,212,160
0,0.19444039463996887,574,162,595,182
0,0.19408898055553436,393,93,411,112
0,0.19390954077243805,11,320,31,334
0,0.19381895661354065,452,93,470,112
0,0.19378837943077087,667,121,685,138
0,0.19344601035118103,517,144,536,162
0,0.19335226714611053,600,142,620,163
0,0.1932753473520279,500,136,518,155
0,0.1932092159986496,633,52,650,71
0,0.1931050568819046,84,320,104,334
0,0.1924251765012741,127,68,146,87
0,0.19228187203407288,632,78,650,97
0,0.19223758578300476,293,277,311,294
0,0.19219909608364105,534,27,553,45
0,0.19217610359191895,277,29,295,46
0,0.1919502466917038,120,68,139,87
0,0.1917496770620346,420,275,438,293
0,0.1915314644575119,650,186,668,204
0,0.19113990664482117,29,152,46,170
0,0.19110102951526642,510,136,529,154
0,0.19098277390003204,162,161,180,180
0,0.19095151126384735,227,45,246,63
0,0.19058839976787567,102,45,122,63
0,0.1905185580253601,235,45,253,62
0,0.1904979944229126,527,218,545,237
0,0.19034697115421295,576,176,595,194
0,0.19022540748119354,543,10,562,29
0,0.1899193674325943,260,20,279,38
0,0.18985126912593842,246,309,265,327
0,0.18961860239505768,3,101,21,120
0,0.18936531245708466,361,20,379,38
0,0.18934711813926697,627,135,645,154
0,0.1891738772392273,28,95,46,113
0,0.1890130341053009,254,53,272,70
0,0.18898481130599976,103,61,123,79
0,0.18888621032238007,198,200,219,220
0,0.18881332874298096,361,80,380,99
0,0.1885707527399063,59,183,79,202
0,0.18853062391281128,228,3,246,20
0,0.1884748339653015,292,36,310,54
0,0.18843060731887817,49,80,68,97
0,0.18829113245010376,543,62,560,79
0,0.18826283514499664,661,184,679,202
0,0.18758733570575714,532,8,549,24
0,0.18748456239700317,517,135,535,154
0,0.18727274239063263,551,69,568,87
0,0.18727268278598785,468,121,486,139
0,0.1869613081216812,43,1,62,19
0,0.18679951131343842,144,68,162,87
0,0.18677130341529846,458,94,476,112
0,0.18647801876068115,310,293,328,312
0,0.18633879721164703,77,320,96,334
0,0.1862795501947403,419,191,438,210
0,0.18620118498802185,292,285,310,303
0,0.18610842525959015,143,79,162,98
0,0.18608440458774567,0,230,16,249
0,0.18607772886753082,19,320,39,334
0,0.18605144321918488,315,155,334,174
0,0.1858375370502472,499,85,518,103
0,0.18576933443546295,461,33,480,51
0,0.18560408055782318,28,169,46,187
0,0.18542982637882233,458,86,476,103
0,0.18506918847560883,303,269,321,287
0,0.18433481454849243,534,34,552,52
0,0.18426500260829926,259,62,277,79
0,0.18422462046146393,303,46,321,64
0,0.18415187299251556,367,120,387,139
0,0.18406784534454346,632,68,650,87
0,0.18391063809394836,533,144,551,162
0,0.1837884932756424,518,151,536,169
0,0.18368062376976013,102,34,122,53
0,0.18361446261405945,573,152,594,174
0,0.18346430361270905,590,141,611,163
0,0.18309202790260315,632,87,650,105
0,0.18293941020965576,567,154,585,172
0,0.1826823353767395,602,158,620,175
0,0.18241526186466217,617,177,639,200
0,0.1823074221611023,228,80,246,98
0,0.18220116198062897,458,103,476,121
0,0.18219727277755737,608,143,627,163
0,0.18203260004520416,302,294,320,312
0,0.18193592131137848,9,94,27,113
0,0.18167629837989807,127,27,145,45
0,0.1815919280052185,553,10,572,30
0,0.1815769374370575,140,172,160,192
0,0.18107883632183075,526,202,544,220
0,0.18095260858535767,458,110,476,128
0,0.1807824969291687,309,269,327,286
0,0.18038736283779144,235,12,253,30
0,0.180334210395813,327,276,345,294
0,0.17950685322284698,144,61,162,79
0,0.17937065660953522,136,55,155,72
0,0.17936205863952637,85,310,104,329
0,0.17921625077724457,179,185,198,203
0,0.1791996955871582,260,80,279,99
0,0.1790553629398346,583,133,605,155
0,0.1790236383676529,584,321,603,334
0,0.17901964485645294,24,46,44,64
0,0.17857803404331207,605,178,627,201
0,0.17845383286476135,532,203,550,220
0,0.17771196365356445,417,119,436,137
0,0.17759904265403748,368,111,388,130
0,0.17715606093406677,377,4,395,22
0,0.17705059051513672,352,28,370,46
0,0.17698541283607483,12,220,30,238
0,0.17694836854934692,36,193,54,211
0,0.1767684519290924,178,12,196,30
0,0.17675058543682098,583,184,602,203
0,0.17674079537391663,679,243,690,259
0,0.17623794078826904,227,37,246,54
0,0.17619897425174713,474,79,493,97
0,0.17608018219470978,9,212,27,231
0,0.17553849518299103,243,21,261,39
0,0.17546769976615906,632,61,650,80
0,0.17535124719142914,675,146,690,164
0,0.17519378662109375,293,319,309,334
0,0.17514607310295105,168,12,186,29
0,0.17514140903949738,401,3,420,20
0,0.17467574775218964,319,268,337,286
0,0.17448221147060394,402,14,420,33
0,0.1740768402814865,151,201,170,220
0,0.17389853298664093,494,79,512,97
0,0.17383791506290436,27,186,46,204
0,0.1737779974937439,260,68,278,86
0,0.17376454174518585,285,36,304,53
0,0.17367678880691528,485,79,503,96
0,0.17336127161979675,145,185,163,203
0,0.17315837740898132,384,103,403,122
0,0.17310015857219696,218,3,236,20
0,0.17299818992614746,391,108,410,127
0,0.17292268574237823,510,144,528,161
0,0.172915518283844,20,217,39,236
0,0.17288775742053986,27,177,46,196
0,0.17277434468269348,522,2,539,17
0,0.17277029156684875,616,152,635,172
0,0.1727219969034195,376,12,395,30
0,0.17267747223377228,162,4,180,21
0,0.17265000939369202,45,193,64,212
0,0.17251768708229065,609,126,629,146
0,0.1723269820213318,534,46,551,63
0,0.17206670343875885,438,190,456,207
0,0.17204295098781586,167,192,185,210
0,0.17182257771492004,178,153,197,172
0,0.17179074883460999,543,4,562,22
0,0.17174014449119568,235,37,253,54
0,0.17158648371696472,293,269,311,286
0,0.17156267166137695,187,13,205,31
0,0.1714029759168625,268,29,286,46
0,0.17138582468032837,44,12,62,30
0,0.17098432779312134,27,192,46,211
0,0.17095708847045898,21,104,40,122
0,0.17093999683856964,193,14,211,32
0,0.17058183252811432,335,43,354,62
0,0.17055389285087585,381,108,399,126
0,0.17043925821781158,510,127,529,146
0,0.16971434652805328,654,9,672,28
0,0.1695883572101593,410,3,428,21
0,0.16939440369606018,15,224,33,243
0,0.16938252747058868,284,316,303,334
0,0.1693720817565918,326,284,344,302
0,0.16932956874370575,47,41,65,59
0,0.16926312446594238,423,185,442,204
0,0.16888533532619476,77,310,96,329
0,0.16878642141819,358,119,378,139
0,0.16866835951805115,183,162,202,181
0,0.16857215762138367,21,111,40,129
0,0.16838188469409943,375,109,394,128
0,0.1680023968219757,69,185,88,204
0,0.16782531142234802,127,76,146,95
0,0.16776271164417267,558,95,576,115
0,0.1677074432373047,52,152,71,171
0,0.16742856800556183,395,278,413,295
0,0.16737765073776245,450,79,469,97
